date;time;id;
3.9.2018;10:28:27 ;27
5.9.2018;00:30:46 ;38;
5.9.2018;17:38:58 ;39;
5.9.2018;17:40:12 ;39;
6.9.2018;01:18:43 ;39;
6.9.2018;01:21:08 ;39;
6.9.2018;01:22:35 ;39;
6.9.2018;15:06:17 ;40;
6.9.2018;15:09:18 ;40;
6.9.2018;18:07:56 ;41;
6.9.2018;18:51:42 ;42;
