date;time;r.ProtoId;map.Id;map.GetProtoId();hx;hy;r.GetCurrentCount();r.MaxCount;r.EventNum;
6.9.2018;21:01:27 ;711;3;3;59;89;9;20;2;
6.9.2018;21:01:31 ;713;3;3;108;121;3;3;4;
6.9.2018;21:01:31 ;710;3;3;75;93;11;20;1;
6.9.2018;21:01:34 ;711;3;3;55;88;10;20;2;
6.9.2018;21:01:36 ;710;3;3;71;96;12;20;1;
6.9.2018;21:01:41 ;711;3;3;63;88;11;20;2;
6.9.2018;21:01:41 ;710;3;3;71;91;13;20;1;
6.9.2018;21:01:46 ;710;3;3;79;95;14;20;1;
6.9.2018;21:07:56 ;710;3;3;75;97;1;20;1;
6.9.2018;21:07:56 ;711;3;3;67;92;1;20;2;
6.9.2018;21:07:56 ;712;3;3;82;59;1;3;3;
6.9.2018;21:07:56 ;713;3;3;87;90;1;3;4;
6.9.2018;21:07:58 ;712;3;3;127;83;2;3;3;
6.9.2018;21:08:01 ;710;3;3;71;87;2;20;1;
6.9.2018;21:08:02 ;712;3;3;91;133;3;3;3;
6.9.2018;21:08:03 ;711;3;3;63;93;2;20;2;
6.9.2018;21:09:18 ;710;3;3;79;88;1;20;1;
6.9.2018;21:09:18 ;711;3;3;55;86;1;20;2;
6.9.2018;21:09:18 ;712;3;3;82;59;1;3;3;
6.9.2018;21:09:18 ;713;3;3;100;48;1;3;4;
6.9.2018;21:09:20 ;712;3;3;91;133;2;3;3;
6.9.2018;21:09:23 ;710;3;3;71;96;2;20;1;
6.9.2018;21:09:25 ;711;3;3;59;88;2;20;2;
6.9.2018;21:09:28 ;710;3;3;75;94;3;20;1;
6.9.2018;21:09:28 ;712;3;3;127;83;3;3;3;
6.9.2018;21:09:32 ;711;3;3;67;95;1;20;2;
6.9.2018;21:09:33 ;710;3;3;71;92;4;20;1;
6.9.2018;21:09:38 ;710;3;3;79;90;4;20;1;
6.9.2018;21:09:39 ;711;3;3;59;91;2;20;2;
6.9.2018;21:09:43 ;710;3;3;79;97;4;20;1;
6.9.2018;21:09:46 ;711;3;3;67;88;3;20;2;
6.9.2018;21:09:48 ;710;3;3;71;92;5;20;1;
6.9.2018;21:09:53 ;710;3;3;75;91;6;20;1;
6.9.2018;21:09:58 ;713;3;3;108;121;2;3;4;
6.9.2018;21:09:58 ;710;3;3;79;92;7;20;1;
6.9.2018;21:10:00 ;711;3;3;63;90;4;20;2;
6.9.2018;21:10:07 ;711;3;3;67;97;5;20;2;
6.9.2018;21:10:08 ;710;3;3;75;100;8;20;1;
6.9.2018;21:10:14 ;711;3;3;67;90;6;20;2;
6.9.2018;21:10:18 ;710;3;3;79;93;9;20;1;
6.9.2018;21:10:21 ;711;3;3;55;88;7;20;2;
6.9.2018;21:10:28 ;710;3;3;71;95;10;20;1;
6.9.2018;21:10:35 ;711;3;3;63;89;8;20;2;
6.9.2018;21:10:38 ;710;3;3;79;100;11;20;1;
6.9.2018;21:10:42 ;711;3;3;63;96;9;20;2;
6.9.2018;21:10:43 ;710;3;3;79;98;12;20;1;
6.9.2018;21:10:48 ;710;3;3;75;92;13;20;1;
6.9.2018;21:10:49 ;711;3;3;67;91;10;20;2;
6.9.2018;21:10:53 ;710;3;3;75;93;14;20;1;
6.9.2018;21:11:03 ;711;3;3;59;90;11;20;2;
6.9.2018;21:11:03 ;710;3;3;75;99;15;20;1;
6.9.2018;21:11:13 ;710;3;3;71;87;16;20;1;
6.9.2018;21:11:17 ;711;3;3;55;86;12;20;2;
6.9.2018;21:11:18 ;710;3;3;71;96;17;20;1;
6.9.2018;21:11:23 ;710;3;3;79;87;18;20;1;
6.9.2018;21:11:24 ;711;3;3;59;87;13;20;2;
6.9.2018;21:11:28 ;710;3;3;75;89;19;20;1;
6.9.2018;21:11:38 ;711;3;3;63;97;14;20;2;
6.9.2018;21:11:43 ;710;3;3;71;91;20;20;1;
6.9.2018;21:11:45 ;711;3;3;67;94;15;20;2;
6.9.2018;21:11:52 ;711;3;3;63;93;16;20;2;
6.9.2018;21:11:59 ;711;3;3;67;99;17;20;2;
6.9.2018;21:12:13 ;711;3;3;55;85;18;20;2;
6.9.2018;21:12:18 ;713;3;3;87;90;3;3;4;
6.9.2018;21:12:20 ;711;3;3;67;89;19;20;2;
6.9.2018;21:12:34 ;711;3;3;67;93;20;20;2;
6.9.2018;22:36:29 ;710;3;3;79;97;1;20;1;
6.9.2018;22:36:29 ;711;3;3;67;85;1;20;2;
6.9.2018;22:36:29 ;712;3;3;91;133;1;3;3;
6.9.2018;22:36:29 ;713;3;3;100;48;1;3;4;
6.9.2018;22:40:14 ;710;3;3;79;95;1;20;1;
6.9.2018;22:40:14 ;711;3;3;67;89;1;20;2;
6.9.2018;22:40:14 ;712;3;3;127;83;1;3;3;
6.9.2018;22:40:14 ;713;3;3;87;90;1;3;4;
6.9.2018;22:40:16 ;712;3;3;91;133;2;3;3;
6.9.2018;22:40:18 ;712;3;3;82;59;3;3;3;
6.9.2018;22:40:19 ;710;3;3;71;91;2;20;1;
6.9.2018;22:40:21 ;711;3;3;67;91;2;20;2;
6.9.2018;22:40:24 ;710;3;3;79;96;3;20;1;
6.9.2018;22:40:28 ;711;3;3;55;87;3;20;2;
6.9.2018;22:40:34 ;710;3;3;71;92;3;20;1;
6.9.2018;22:40:35 ;711;3;3;63;96;4;20;2;
6.9.2018;22:40:42 ;711;3;3;63;93;5;20;2;
6.9.2018;22:40:44 ;710;3;3;75;92;4;20;1;
6.9.2018;22:40:49 ;711;3;3;67;94;6;20;2;
6.9.2018;22:40:49 ;710;3;3;71;98;5;20;1;
6.9.2018;22:40:54 ;713;3;3;108;121;2;3;4;
6.9.2018;22:40:54 ;710;3;3;75;87;6;20;1;
6.9.2018;22:40:56 ;711;3;3;59;93;7;20;2;
6.9.2018;22:40:59 ;710;3;3;79;87;7;20;1;
6.9.2018;22:41:03 ;711;3;3;67;88;8;20;2;
6.9.2018;22:41:04 ;710;3;3;71;99;8;20;1;
6.9.2018;22:41:09 ;710;3;3;71;91;9;20;1;
6.9.2018;22:41:14 ;710;3;3;75;88;10;20;1;
6.9.2018;22:41:17 ;711;3;3;63;88;9;20;2;
6.9.2018;22:41:24 ;711;3;3;59;89;10;20;2;
6.9.2018;22:41:24 ;710;3;3;79;89;11;20;1;
6.9.2018;22:41:29 ;710;3;3;75;93;12;20;1;
6.9.2018;22:41:34 ;710;3;3;71;96;13;20;1;
6.9.2018;22:41:38 ;711;3;3;59;85;11;20;2;
6.9.2018;22:41:39 ;710;3;3;75;86;14;20;1;
6.9.2018;22:41:44 ;710;3;3;75;100;15;20;1;
6.9.2018;22:41:45 ;711;3;3;63;90;12;20;2;
6.9.2018;22:42:51 ;710;3;3;75;100;1;20;1;
6.9.2018;22:42:51 ;711;3;3;63;86;1;20;2;
6.9.2018;22:42:51 ;712;3;3;127;83;1;3;3;
6.9.2018;22:42:51 ;713;3;3;108;121;1;3;4;
6.9.2018;22:42:53 ;712;3;3;91;133;2;3;3;
6.9.2018;22:42:56 ;710;3;3;75;99;2;20;1;
6.9.2018;22:42:58 ;711;3;3;59;90;2;20;2;
6.9.2018;22:43:01 ;710;3;3;71;95;3;20;1;
7.9.2018;01:23:33 ;710;3;3;71;96;1;20;1;
7.9.2018;01:23:33 ;711;3;3;63;85;1;20;2;
7.9.2018;01:23:33 ;712;3;3;82;59;1;3;3;
7.9.2018;01:23:33 ;713;3;3;87;90;1;3;4;
7.9.2018;01:24:48 ;710;3;3;71;91;1;20;1;
7.9.2018;01:24:48 ;711;3;3;59;94;1;20;2;
7.9.2018;01:24:48 ;712;3;3;82;59;1;3;3;
7.9.2018;01:24:48 ;713;3;3;108;121;1;3;4;
7.9.2018;01:28:34 ;710;3;3;71;94;1;20;1;
7.9.2018;01:28:34 ;711;3;3;55;87;1;20;2;
7.9.2018;01:28:34 ;712;3;3;91;133;1;3;3;
7.9.2018;01:28:34 ;713;3;3;100;48;1;3;4;
7.9.2018;01:28:36 ;712;3;3;127;83;2;3;3;
7.9.2018;01:28:39 ;710;3;3;79;94;2;20;1;
7.9.2018;01:28:41 ;711;3;3;63;97;2;20;2;
7.9.2018;01:28:44 ;710;3;3;71;96;3;20;1;
7.9.2018;01:28:44 ;712;3;3;82;59;3;3;3;
7.9.2018;01:28:48 ;711;3;3;55;88;3;20;2;
7.9.2018;01:28:49 ;710;3;3;71;97;4;20;1;
7.9.2018;01:28:54 ;710;3;3;79;91;5;20;1;
7.9.2018;01:28:55 ;711;3;3;59;94;4;20;2;
7.9.2018;01:28:59 ;710;3;3;79;88;6;20;1;
7.9.2018;01:29:02 ;711;3;3;67;96;5;20;2;
7.9.2018;01:29:04 ;710;3;3;71;93;7;20;1;
7.9.2018;01:29:09 ;710;3;3;79;93;8;20;1;
7.9.2018;01:29:14 ;713;3;3;87;90;2;3;4;
7.9.2018;01:29:14 ;710;3;3;75;91;9;20;1;
7.9.2018;01:29:16 ;711;3;3;63;94;6;20;2;
7.9.2018;01:29:19 ;710;3;3;75;99;10;20;1;
7.9.2018;01:29:24 ;710;3;3;75;92;11;20;1;
7.9.2018;01:29:29 ;710;3;3;75;87;12;20;1;
7.9.2018;01:29:30 ;711;3;3;63;96;7;20;2;
7.9.2018;01:29:34 ;710;3;3;75;89;13;20;1;
7.9.2018;01:29:37 ;711;3;3;63;92;8;20;2;
7.9.2018;01:29:39 ;710;3;3;71;95;14;20;1;
7.9.2018;01:29:44 ;711;3;3;63;86;9;20;2;
7.9.2018;01:29:44 ;710;3;3;75;88;15;20;1;
7.9.2018;01:30:48 ;710;3;3;71;91;1;20;1;
7.9.2018;01:30:48 ;711;3;3;67;91;1;20;2;
7.9.2018;01:30:48 ;712;3;3;127;83;1;3;3;
7.9.2018;01:30:48 ;713;3;3;87;90;1;3;4;
7.9.2018;01:30:50 ;712;3;3;91;133;2;3;3;
7.9.2018;01:30:53 ;710;3;3;75;95;2;20;1;
7.9.2018;01:30:54 ;712;3;3;82;59;3;3;3;
7.9.2018;01:30:55 ;711;3;3;59;88;2;20;2;
7.9.2018;01:30:58 ;710;3;3;71;99;3;20;1;
7.9.2018;01:31:02 ;711;3;3;63;90;3;20;2;
7.9.2018;01:31:03 ;710;3;3;79;91;4;20;1;
7.9.2018;01:31:08 ;713;3;3;108;121;2;3;4;
7.9.2018;01:31:08 ;710;3;3;71;90;5;20;1;
7.9.2018;01:31:09 ;711;3;3;63;93;2;20;2;
7.9.2018;01:31:13 ;710;3;3;75;98;6;20;1;
7.9.2018;01:31:16 ;711;3;3;67;98;1;20;2;
7.9.2018;01:31:18 ;710;3;3;75;88;7;20;1;
7.9.2018;01:31:23 ;711;3;3;55;86;1;20;2;
7.9.2018;01:31:23 ;710;3;3;71;95;8;20;1;
7.9.2018;01:31:28 ;713;3;3;100;48;3;3;4;
7.9.2018;01:31:28 ;710;3;3;71;98;9;20;1;
7.9.2018;01:31:30 ;711;3;3;67;99;2;20;2;
7.9.2018;01:31:33 ;710;3;3;79;88;10;20;1;
7.9.2018;01:31:37 ;711;3;3;59;86;3;20;2;
7.9.2018;01:31:38 ;710;3;3;71;85;11;20;1;
7.9.2018;01:31:43 ;710;3;3;75;96;12;20;1;
7.9.2018;01:31:48 ;710;3;3;75;87;13;20;1;
7.9.2018;01:31:51 ;711;3;3;63;99;3;20;2;
7.9.2018;01:31:53 ;710;3;3;79;96;13;20;1;
7.9.2018;01:31:58 ;711;3;3;67;88;4;20;2;
7.9.2018;01:31:58 ;710;3;3;79;87;13;20;1;
7.9.2018;01:32:03 ;710;3;3;71;94;13;20;1;
7.9.2018;01:32:08 ;710;3;3;79;97;13;20;1;
7.9.2018;01:32:12 ;711;3;3;59;94;5;20;2;
7.9.2018;01:32:18 ;710;3;3;71;99;12;20;1;
7.9.2018;01:32:19 ;711;3;3;67;85;5;20;2;
7.9.2018;01:32:23 ;710;3;3;75;90;13;20;1;
7.9.2018;01:32:26 ;711;3;3;63;98;6;20;2;
7.9.2018;01:32:28 ;710;3;3;71;85;13;20;1;
7.9.2018;01:32:33 ;711;3;3;63;92;7;20;2;
7.9.2018;01:32:40 ;711;3;3;63;90;8;20;2;
7.9.2018;01:32:43 ;710;3;3;79;90;10;20;1;
7.9.2018;01:32:47 ;711;3;3;67;92;9;20;2;
7.9.2018;01:32:48 ;710;3;3;71;97;10;20;1;
7.9.2018;01:33:01 ;711;3;3;63;97;10;20;2;
7.9.2018;01:33:08 ;711;3;3;67;90;11;20;2;
7.9.2018;01:33:08 ;710;3;3;75;86;7;20;1;
7.9.2018;01:33:13 ;710;3;3;71;89;7;20;1;
7.9.2018;01:33:15 ;711;3;3;67;87;12;20;2;
7.9.2018;01:33:18 ;710;3;3;79;93;6;20;1;
7.9.2018;01:33:23 ;710;3;3;75;95;6;20;1;
7.9.2018;01:33:28 ;710;3;3;71;91;6;20;1;
7.9.2018;01:33:29 ;711;3;3;55;88;13;20;2;
7.9.2018;01:33:33 ;710;3;3;75;92;6;20;1;
7.9.2018;01:33:36 ;711;3;3;67;97;14;20;2;
7.9.2018;01:33:38 ;710;3;3;79;88;6;20;1;
7.9.2018;01:33:43 ;710;3;3;79;98;7;20;1;
7.9.2018;01:33:48 ;710;3;3;79;97;8;20;1;
7.9.2018;01:33:53 ;710;3;3;71;91;9;20;1;
7.9.2018;01:33:57 ;711;3;3;63;87;11;20;2;
7.9.2018;01:33:58 ;710;3;3;75;99;10;20;1;
7.9.2018;01:34:04 ;711;3;3;55;85;11;20;2;
7.9.2018;01:34:08 ;710;3;3;75;87;11;20;1;
7.9.2018;01:34:11 ;711;3;3;63;96;11;20;2;
7.9.2018;01:34:13 ;710;3;3;71;88;12;20;1;
7.9.2018;01:34:18 ;711;3;3;67;85;10;20;2;
7.9.2018;01:34:18 ;710;3;3;79;90;13;20;1;
7.9.2018;01:34:23 ;710;3;3;71;89;13;20;1;
7.9.2018;01:34:28 ;710;3;3;71;90;13;20;1;
7.9.2018;01:34:32 ;711;3;3;67;94;11;20;2;
7.9.2018;01:34:38 ;710;3;3;75;96;12;20;1;
7.9.2018;01:34:39 ;711;3;3;67;96;12;20;2;
7.9.2018;01:34:43 ;710;3;3;71;96;12;20;1;
7.9.2018;01:34:46 ;711;3;3;67;92;13;20;2;
7.9.2018;01:34:53 ;711;3;3;63;94;14;20;2;
7.9.2018;01:34:53 ;710;3;3;75;90;11;20;1;
7.9.2018;01:35:00 ;711;3;3;63;88;15;20;2;
7.9.2018;01:35:03 ;710;3;3;79;97;10;20;1;
7.9.2018;01:35:08 ;710;3;3;75;100;11;20;1;
7.9.2018;01:35:13 ;710;3;3;71;94;12;20;1;
7.9.2018;01:35:14 ;711;3;3;67;90;16;20;2;
7.9.2018;01:35:18 ;710;3;3;75;89;11;20;1;
7.9.2018;01:35:21 ;711;3;3;63;93;17;20;2;
7.9.2018;01:35:23 ;710;3;3;75;93;11;20;1;
7.9.2018;01:35:28 ;713;3;3;87;90;3;3;4;
7.9.2018;01:35:28 ;711;3;3;67;95;18;20;2;
7.9.2018;01:35:28 ;710;3;3;79;94;11;20;1;
7.9.2018;01:35:33 ;710;3;3;75;90;11;20;1;
7.9.2018;01:35:38 ;710;3;3;79;90;11;20;1;
7.9.2018;01:35:42 ;711;3;3;67;88;19;20;2;
7.9.2018;01:35:43 ;710;3;3;71;95;11;20;1;
7.9.2018;01:35:48 ;710;3;3;71;85;11;20;1;
7.9.2018;01:35:56 ;711;3;3;67;87;20;20;2;
7.9.2018;01:35:58 ;710;3;3;71;99;11;20;1;
7.9.2018;01:36:08 ;710;3;3;75;90;12;20;1;
7.9.2018;01:36:13 ;710;3;3;79;97;13;20;1;
7.9.2018;01:36:18 ;710;3;3;79;94;14;20;1;
7.9.2018;01:36:23 ;710;3;3;75;99;15;20;1;
7.9.2018;01:36:28 ;710;3;3;79;93;16;20;1;
7.9.2018;01:36:38 ;710;3;3;79;99;17;20;1;
7.9.2018;01:36:43 ;710;3;3;79;87;18;20;1;
7.9.2018;01:36:58 ;710;3;3;75;96;19;20;1;
7.9.2018;01:37:03 ;710;3;3;71;98;20;20;1;
7.9.2018;01:45:31 ;710;3;3;79;100;20;20;1;
7.9.2018;01:45:36 ;710;3;3;71;87;19;20;1;
7.9.2018;01:45:41 ;710;3;3;75;97;20;20;1;
